agent_id,task_type,capability_match,agent_current_load,agent_success_rate,task_complexity,duration_ms
agent_1,image_analysis,0,1,0.9531,1.8,13440
agent_2,text_processing,1,2,0.9472,1.0,2820
agent_2,image_analysis,0,1,0.9303,1.8,14913
agent_3,image_analysis,1,3,0.919,1.8,4773
agent_3,data_analysis,1,1,0.9631,1.2,2623
agent_2,data_analysis,0,0,0.915,1.2,9352
agent_2,image_analysis,0,3,0.9514,1.8,16972
agent_1,image_analysis,0,1,0.9083,1.8,12253
agent_3,image_analysis,1,1,0.9853,1.8,3919
agent_1,data_analysis,1,1,0.9227,1.2,2949
agent_1,data_analysis,1,3,0.9867,1.2,3734
agent_3,image_analysis,1,0,0.9344,1.8,3104
agent_3,data_analysis,1,1,0.9241,1.2,2381
agent_2,image_analysis,0,1,0.9008,1.8,16045
agent_2,data_analysis,0,3,0.9824,1.2,11695
agent_3,code_generation,0,0,0.9564,1.5,7515
agent_3,text_processing,0,2,0.9345,1.0,6936
agent_3,image_analysis,1,1,0.9693,1.8,3639
agent_1,text_processing,1,3,0.9176,1.0,3044
agent_3,data_analysis,1,3,0.9897,1.2,3117
agent_3,data_analysis,1,3,0.9101,1.2,3141
agent_1,code_generation,0,0,0.9862,1.5,8678
agent_3,data_analysis,1,2,0.9026,1.2,2769
agent_1,data_analysis,1,1,0.9101,1.2,2693
agent_1,text_processing,1,1,0.9019,1.0,2477
agent_1,image_analysis,0,2,0.9876,1.8,15301
agent_1,text_processing,1,0,0.9668,1.0,2149
agent_1,code_generation,0,1,0.9221,1.5,10617
agent_1,code_generation,0,3,0.9099,1.5,11942
agent_2,text_processing,1,1,0.9144,1.0,3032
agent_1,image_analysis,0,1,0.9605,1.8,12395
agent_2,text_processing,1,1,0.9758,1.0,2561
agent_1,text_processing,1,3,0.933,1.0,2985
agent_3,image_analysis,1,2,0.9861,1.8,4139
agent_3,text_processing,0,1,0.9119,1.0,5862
agent_1,code_generation,0,3,0.9293,1.5,12549
agent_1,image_analysis,0,0,0.918,1.8,11616
agent_3,text_processing,0,1,0.9534,1.0,6349
agent_2,data_analysis,0,0,0.9315,1.2,8444
agent_3,data_analysis,1,0,0.913,1.2,2101
agent_2,image_analysis,0,1,0.9012,1.8,13637
agent_3,text_processing,0,3,0.9109,1.0,7517
agent_2,code_generation,1,3,0.9065,1.5,4854
agent_1,code_generation,0,0,0.9785,1.5,8458
agent_3,image_analysis,1,1,0.9761,1.8,4035
agent_1,code_generation,0,3,0.9186,1.5,12311
agent_1,text_processing,1,1,0.924,1.0,2404
agent_2,data_analysis,0,0,0.9776,1.2,9174
agent_2,code_generation,1,3,0.9773,1.5,4942
agent_1,text_processing,1,0,0.97,1.0,2180
agent_2,data_analysis,0,1,0.9887,1.2,10283
agent_1,image_analysis,0,2,0.9496,1.8,14119
agent_1,code_generation,0,2,0.9213,1.5,11557
agent_3,data_analysis,1,1,0.9056,1.2,2497
agent_1,image_analysis,0,2,0.9714,1.8,12811
agent_3,code_generation,0,2,0.9891,1.5,11485
agent_2,text_processing,1,2,0.9171,1.0,3131
agent_1,code_generation,0,3,0.9493,1.5,13020
agent_1,code_generation,0,1,0.9479,1.5,10444
agent_2,image_analysis,0,3,0.9532,1.8,18784
agent_3,data_analysis,1,0,0.9761,1.2,2035
agent_1,data_analysis,1,3,0.9872,1.2,3230
agent_3,code_generation,0,0,0.9089,1.5,7966
agent_1,data_analysis,1,2,0.9445,1.2,3018
agent_2,text_processing,1,3,0.9018,1.0,3549
agent_1,code_generation,0,2,0.9789,1.5,11659
agent_1,image_analysis,0,3,0.9125,1.8,16192
agent_3,code_generation,0,0,0.9752,1.5,7980
agent_3,image_analysis,1,0,0.9609,1.8,3355
agent_1,image_analysis,0,3,0.9387,1.8,16842
agent_2,text_processing,1,1,0.939,1.0,2510
agent_3,text_processing,0,1,0.9771,1.0,6430
agent_3,image_analysis,1,2,0.9893,1.8,3897
agent_3,image_analysis,1,0,0.9632,1.8,3105
agent_3,text_processing,0,1,0.9593,1.0,6341
agent_2,code_generation,1,2,0.9837,1.5,4349
agent_1,code_generation,0,2,0.9434,1.5,12018
agent_3,text_processing,0,2,0.9821,1.0,7148
agent_2,data_analysis,0,1,0.9218,1.2,9895
agent_2,text_processing,1,1,0.9793,1.0,2666
agent_1,image_analysis,0,1,0.9084,1.8,13564
agent_1,image_analysis,0,2,0.966,1.8,14836
agent_1,data_analysis,1,3,0.9761,1.2,3486
agent_3,code_generation,0,0,0.9602,1.5,7863
agent_1,code_generation,0,3,0.9312,1.5,13527
agent_1,code_generation,0,3,0.9176,1.5,12917
agent_3,data_analysis,1,0,0.9144,1.2,2316
agent_3,code_generation,0,3,0.9653,1.5,10760
agent_1,code_generation,0,2,0.9396,1.5,10762
agent_2,data_analysis,0,0,0.9619,1.2,8009
agent_3,text_processing,0,3,0.9087,1.0,7395
agent_1,code_generation,0,1,0.9551,1.5,10883
agent_3,data_analysis,1,3,0.9164,1.2,2851
agent_1,data_analysis,1,1,0.9586,1.2,2965
agent_2,data_analysis,0,0,0.9562,1.2,9311
agent_2,data_analysis,0,1,0.9288,1.2,9478
agent_3,data_analysis,1,2,0.9004,1.2,3052
agent_2,image_analysis,0,2,0.9573,1.8,16009
agent_3,image_analysis,1,2,0.9835,1.8,3901
agent_2,code_generation,1,2,0.9488,1.5,5105
agent_2,data_analysis,0,3,0.9225,1.2,11685
agent_3,image_analysis,1,0,0.9341,1.8,3563
agent_3,image_analysis,1,0,0.9045,1.8,3074
agent_2,data_analysis,0,1,0.92,1.2,10780
agent_3,data_analysis,1,3,0.9635,1.2,3271
agent_3,text_processing,0,2,0.9372,1.0,7391
agent_3,data_analysis,1,2,0.9113,1.2,2776
agent_1,data_analysis,1,0,0.9189,1.2,2359
agent_1,image_analysis,0,1,0.9752,1.8,12190
agent_2,code_generation,1,0,0.9309,1.5,3883
agent_1,text_processing,1,1,0.9536,1.0,2417
agent_1,code_generation,0,3,0.9542,1.5,12694
agent_3,image_analysis,1,2,0.9193,1.8,4074
agent_1,image_analysis,0,0,0.9595,1.8,11650
agent_3,code_generation,0,3,0.9811,1.5,11395
agent_3,image_analysis,1,3,0.9825,1.8,4705
agent_2,text_processing,1,2,0.9463,1.0,3335
agent_2,code_generation,1,2,0.9799,1.5,4968
agent_1,image_analysis,0,1,0.9827,1.8,11829
agent_3,code_generation,0,0,0.9747,1.5,8675
agent_1,text_processing,1,0,0.953,1.0,2013
agent_3,data_analysis,1,1,0.95,1.2,2319
agent_3,image_analysis,1,3,0.9787,1.8,4271
agent_2,code_generation,1,1,0.9152,1.5,4070
agent_2,data_analysis,0,2,0.9038,1.2,10985
agent_3,text_processing,0,0,0.9406,1.0,5930
agent_3,data_analysis,1,3,0.9199,1.2,3174
agent_2,data_analysis,0,1,0.9343,1.2,9915
agent_1,code_generation,0,3,0.9858,1.5,12200
agent_3,data_analysis,1,3,0.9492,1.2,3255
agent_2,code_generation,1,3,0.9845,1.5,4790
agent_3,image_analysis,1,2,0.9305,1.8,3968
agent_3,data_analysis,1,2,0.9866,1.2,2809
agent_1,text_processing,1,1,0.9092,1.0,2239
agent_3,text_processing,0,3,0.9873,1.0,7222
agent_2,data_analysis,0,2,0.9653,1.2,11801
agent_1,text_processing,1,2,0.9153,1.0,2779
agent_1,image_analysis,0,2,0.9388,1.8,14136
agent_3,text_processing,0,3,0.9115,1.0,7289
agent_3,data_analysis,1,1,0.9352,1.2,2269
agent_1,code_generation,0,3,0.9367,1.5,11812
agent_1,image_analysis,0,0,0.9526,1.8,9936
agent_3,data_analysis,1,0,0.9788,1.2,2020
agent_1,data_analysis,1,1,0.9667,1.2,2509
agent_1,data_analysis,1,2,0.9499,1.2,3211
agent_3,image_analysis,1,0,0.9032,1.8,3207
agent_1,data_analysis,1,3,0.9503,1.2,3299
agent_1,code_generation,0,3,0.987,1.5,13863
agent_3,data_analysis,1,1,0.9399,1.2,2657
agent_1,text_processing,1,0,0.913,1.0,2057
agent_1,image_analysis,0,2,0.9088,1.8,13954
agent_3,image_analysis,1,1,0.9594,1.8,3565
agent_2,text_processing,1,0,0.9425,1.0,2279
agent_1,text_processing,1,3,0.9146,1.0,2793
agent_3,image_analysis,1,0,0.9172,1.8,3207
agent_3,image_analysis,1,3,0.905,1.8,4943
agent_1,image_analysis,0,3,0.9197,1.8,14279
agent_1,code_generation,0,3,0.9682,1.5,12988
agent_3,text_processing,0,0,0.9442,1.0,5609
agent_2,data_analysis,0,2,0.9429,1.2,10910
agent_3,data_analysis,1,3,0.9606,1.2,3184
agent_1,text_processing,1,0,0.9639,1.0,1916
agent_2,text_processing,1,2,0.971,1.0,2822
agent_3,image_analysis,1,3,0.9228,1.8,4380
agent_1,image_analysis,0,0,0.9662,1.8,11279
agent_3,image_analysis,1,2,0.9006,1.8,4604
agent_3,code_generation,0,2,0.9535,1.5,9983
agent_1,text_processing,1,1,0.9049,1.0,2106
agent_2,image_analysis,0,1,0.9558,1.8,14783
agent_2,code_generation,1,3,0.9745,1.5,5002
agent_2,code_generation,1,0,0.9833,1.5,3373
agent_2,data_analysis,0,2,0.9367,1.2,12167
agent_1,image_analysis,0,1,0.9814,1.8,12793
agent_1,image_analysis,0,2,0.9096,1.8,14578
agent_1,data_analysis,1,3,0.9492,1.2,3780
agent_1,text_processing,1,3,0.989,1.0,2710
agent_1,data_analysis,1,2,0.9296,1.2,3024
agent_2,text_processing,1,0,0.9822,1.0,2586
agent_3,code_generation,0,0,0.9471,1.5,7414
agent_2,image_analysis,0,2,0.9596,1.8,16057
agent_3,code_generation,0,1,0.9395,1.5,9243
agent_3,data_analysis,1,1,0.9565,1.2,2268
agent_1,data_analysis,1,1,0.9891,1.2,2708
agent_3,code_generation,0,2,0.9869,1.5,11217
agent_1,code_generation,0,3,0.912,1.5,12912
agent_1,image_analysis,0,3,0.955,1.8,16726
agent_3,image_analysis,1,2,0.9048,1.8,4582
agent_2,code_generation,1,0,0.9251,1.5,3888
agent_1,data_analysis,1,0,0.9448,1.2,2168
agent_2,image_analysis,0,0,0.9703,1.8,13448
agent_3,data_analysis,1,3,0.9675,1.2,3089
agent_2,data_analysis,0,0,0.9392,1.2,8087
agent_2,text_processing,1,2,0.9161,1.0,2979
agent_2,image_analysis,0,0,0.9859,1.8,12754
agent_2,text_processing,1,3,0.9752,1.0,3252
agent_1,text_processing,1,3,0.9001,1.0,2912
agent_2,image_analysis,0,0,0.9501,1.8,13217
agent_2,text_processing,1,0,0.9508,1.0,2627
agent_3,code_generation,0,2,0.9598,1.5,11376
agent_3,code_generation,0,0,0.9371,1.5,7664
agent_3,code_generation,0,3,0.9156,1.5,12422
agent_1,data_analysis,1,3,0.9517,1.2,3627
agent_2,code_generation,1,0,0.9299,1.5,3454
agent_3,image_analysis,1,1,0.974,1.8,3920
agent_1,text_processing,1,0,0.9401,1.0,2011
agent_1,data_analysis,1,0,0.9745,1.2,2338
agent_1,code_generation,0,3,0.9073,1.5,14022
agent_2,image_analysis,0,3,0.9633,1.8,19630
agent_1,image_analysis,0,2,0.9268,1.8,13515
agent_3,image_analysis,1,0,0.9881,1.8,3273
agent_3,data_analysis,1,3,0.9711,1.2,2845
agent_1,code_generation,0,3,0.9009,1.5,11993
agent_2,image_analysis,0,0,0.9886,1.8,12665
agent_2,data_analysis,0,1,0.9383,1.2,9053
agent_2,code_generation,1,3,0.9612,1.5,5103
agent_1,code_generation,0,1,0.9613,1.5,9708
agent_2,text_processing,1,3,0.9439,1.0,3568
agent_3,text_processing,0,0,0.9155,1.0,5719
agent_2,data_analysis,0,1,0.9166,1.2,9543
agent_2,data_analysis,0,1,0.9107,1.2,10679
agent_3,text_processing,0,3,0.9488,1.0,7238
agent_2,code_generation,1,3,0.9274,1.5,5210
agent_3,code_generation,0,3,0.9019,1.5,11502
agent_2,code_generation,1,3,0.9631,1.5,5224
agent_1,text_processing,1,0,0.95,1.0,1970
agent_3,code_generation,0,3,0.9257,1.5,12619
agent_1,text_processing,1,3,0.969,1.0,2979
agent_3,image_analysis,1,3,0.9536,1.8,4767
agent_1,text_processing,1,3,0.9274,1.0,2927
agent_1,code_generation,0,3,0.9418,1.5,12659
agent_2,code_generation,1,2,0.9191,1.5,4680
agent_2,text_processing,1,2,0.9765,1.0,2857
agent_1,data_analysis,1,0,0.9253,1.2,2445
agent_1,data_analysis,1,0,0.9304,1.2,2354
agent_2,code_generation,1,1,0.9609,1.5,4506
agent_2,text_processing,1,1,0.9184,1.0,2489
agent_1,image_analysis,0,1,0.947,1.8,13407
agent_1,data_analysis,1,0,0.9173,1.2,2378
agent_3,data_analysis,1,2,0.9741,1.2,2734
agent_1,image_analysis,0,0,0.9256,1.8,11037
agent_3,image_analysis,1,3,0.976,1.8,4494
agent_1,text_processing,1,1,0.9302,1.0,2246
agent_2,image_analysis,0,3,0.9886,1.8,17695
agent_3,data_analysis,1,0,0.9141,1.2,2066
agent_3,data_analysis,1,1,0.9551,1.2,2417
agent_3,data_analysis,1,1,0.908,1.2,2268
agent_1,text_processing,1,1,0.9332,1.0,2448
agent_3,code_generation,0,1,0.9019,1.5,9527
agent_1,text_processing,1,1,0.9865,1.0,2379
agent_1,image_analysis,0,3,0.9147,1.8,14462
agent_1,image_analysis,0,2,0.9227,1.8,15372
agent_2,text_processing,1,2,0.9625,1.0,2974
agent_2,code_generation,1,2,0.9701,1.5,4329
agent_2,image_analysis,0,2,0.9173,1.8,18449
agent_2,text_processing,1,2,0.9198,1.0,3094
agent_3,image_analysis,1,1,0.9541,1.8,3694
agent_2,image_analysis,0,2,0.9703,1.8,16926
agent_3,text_processing,0,2,0.9778,1.0,7009
agent_2,code_generation,1,2,0.9618,1.5,4885
agent_3,text_processing,0,1,0.9722,1.0,5714
agent_3,code_generation,0,2,0.9144,1.5,10230
agent_1,code_generation,0,3,0.9448,1.5,13791
agent_2,image_analysis,0,2,0.9438,1.8,15691
agent_1,code_generation,0,2,0.9569,1.5,10830
agent_1,image_analysis,0,0,0.964,1.8,10530
agent_3,image_analysis,1,2,0.9555,1.8,4476
agent_3,image_analysis,1,0,0.9802,1.8,3416
agent_3,text_processing,0,2,0.9396,1.0,6888
agent_1,code_generation,0,1,0.9459,1.5,9709
agent_3,text_processing,0,1,0.9156,1.0,6067
agent_1,image_analysis,0,2,0.9769,1.8,14295
agent_3,code_generation,0,2,0.9252,1.5,9543
agent_3,data_analysis,1,0,0.931,1.2,2083
agent_3,code_generation,0,1,0.9264,1.5,8627
agent_1,text_processing,1,3,0.9386,1.0,3050
agent_3,code_generation,0,0,0.9484,1.5,8040
agent_2,data_analysis,0,3,0.9895,1.2,12146
agent_1,data_analysis,1,2,0.9489,1.2,3296
agent_2,data_analysis,0,3,0.9829,1.2,12064
agent_2,image_analysis,0,2,0.9182,1.8,15846
agent_3,data_analysis,1,0,0.9855,1.2,2362
agent_2,code_generation,1,0,0.9633,1.5,3447
agent_2,code_generation,1,1,0.9231,1.5,4427
agent_3,image_analysis,1,3,0.9429,1.8,4458
agent_3,data_analysis,1,1,0.9171,1.2,2364
agent_3,data_analysis,1,1,0.929,1.2,2482
agent_1,text_processing,1,0,0.9632,1.0,1892
agent_2,data_analysis,0,3,0.9145,1.2,12070
agent_3,data_analysis,1,3,0.947,1.2,3060
agent_2,text_processing,1,1,0.9749,1.0,2702
agent_1,code_generation,0,0,0.9296,1.5,9634
agent_2,data_analysis,0,0,0.9023,1.2,9029
agent_2,code_generation,1,3,0.9197,1.5,5319
agent_1,text_processing,1,1,0.9132,1.0,2481
agent_1,image_analysis,0,3,0.9228,1.8,15418
agent_3,image_analysis,1,2,0.9514,1.8,3834
agent_2,data_analysis,0,2,0.9709,1.2,11481
agent_2,data_analysis,0,0,0.9352,1.2,8357
agent_2,data_analysis,0,2,0.9095,1.2,10225
agent_1,image_analysis,0,0,0.9145,1.8,10041
agent_1,code_generation,0,1,0.9616,1.5,11030
agent_1,text_processing,1,0,0.9377,1.0,2115
agent_1,code_generation,0,3,0.9379,1.5,11977
agent_3,text_processing,0,0,0.9077,1.0,5657
agent_2,code_generation,1,1,0.9703,1.5,4359
agent_3,image_analysis,1,2,0.9313,1.8,4503
agent_2,code_generation,1,1,0.914,1.5,4531
agent_2,text_processing,1,3,0.9403,1.0,3232
agent_3,image_analysis,1,3,0.9351,1.8,4848
agent_3,text_processing,0,1,0.9099,1.0,5765
agent_1,text_processing,1,2,0.9554,1.0,2474
agent_2,text_processing,1,0,0.9774,1.0,2310
agent_2,image_analysis,0,1,0.9384,1.8,16384
agent_2,image_analysis,0,1,0.9316,1.8,14478
agent_1,text_processing,1,0,0.9094,1.0,1833
agent_3,text_processing,0,0,0.9159,1.0,5757
agent_3,data_analysis,1,1,0.9129,1.2,2607
agent_1,image_analysis,0,2,0.9237,1.8,13224
agent_2,text_processing,1,3,0.9872,1.0,3375
agent_2,image_analysis,0,0,0.9774,1.8,13950
agent_1,text_processing,1,0,0.9619,1.0,1944
agent_3,code_generation,0,0,0.9727,1.5,8454
agent_1,text_processing,1,3,0.9896,1.0,2990
agent_1,data_analysis,1,3,0.9471,1.2,3183
agent_2,text_processing,1,2,0.9642,1.0,2853
agent_2,text_processing,1,3,0.9581,1.0,3761
agent_3,data_analysis,1,1,0.9093,1.2,2569
agent_2,code_generation,1,0,0.9768,1.5,3786
agent_3,code_generation,0,1,0.9146,1.5,9037
agent_2,data_analysis,0,0,0.9238,1.2,9006
agent_1,data_analysis,1,3,0.9776,1.2,3583
agent_2,text_processing,1,2,0.9592,1.0,2853
agent_3,image_analysis,1,2,0.9501,1.8,4071
agent_1,text_processing,1,0,0.9519,1.0,2090
agent_1,text_processing,1,2,0.9372,1.0,2446
agent_2,image_analysis,0,0,0.9719,1.8,12819
agent_1,code_generation,0,0,0.9481,1.5,9064
agent_2,text_processing,1,2,0.9143,1.0,2852
agent_3,text_processing,0,0,0.9708,1.0,5253
agent_1,data_analysis,1,0,0.9204,1.2,2364
agent_2,text_processing,1,0,0.94,1.0,2639
agent_3,text_processing,0,1,0.9451,1.0,6217
agent_3,code_generation,0,2,0.9688,1.5,9979
agent_3,text_processing,0,2,0.9167,1.0,7303
agent_1,data_analysis,1,0,0.9274,1.2,2394
agent_2,image_analysis,0,0,0.9547,1.8,11978
agent_1,image_analysis,0,1,0.9133,1.8,12945
agent_2,text_processing,1,0,0.974,1.0,2471
agent_3,data_analysis,1,1,0.9386,1.2,2488
agent_1,data_analysis,1,0,0.9844,1.2,2487
agent_2,text_processing,1,0,0.9262,1.0,2635
agent_2,code_generation,1,2,0.9464,1.5,4713
agent_1,code_generation,0,3,0.9102,1.5,12540
agent_2,data_analysis,0,0,0.9297,1.2,8435
agent_1,code_generation,0,3,0.9458,1.5,14127
agent_3,image_analysis,1,2,0.9809,1.8,4268
agent_3,image_analysis,1,3,0.9588,1.8,4909
agent_2,image_analysis,0,0,0.9773,1.8,12556
agent_1,image_analysis,0,1,0.9482,1.8,12194
agent_1,data_analysis,1,2,0.9704,1.2,3124
agent_2,code_generation,1,2,0.938,1.5,4777
agent_2,text_processing,1,2,0.9381,1.0,3173
agent_2,text_processing,1,1,0.9228,1.0,3017
agent_1,code_generation,0,1,0.9185,1.5,9449
agent_3,code_generation,0,2,0.9385,1.5,11013
agent_2,text_processing,1,3,0.9611,1.0,3218
agent_1,text_processing,1,3,0.9832,1.0,3129
agent_3,text_processing,0,1,0.9249,1.0,6669
agent_2,image_analysis,0,0,0.9163,1.8,14163
agent_3,code_generation,0,0,0.9847,1.5,8346
agent_2,text_processing,1,1,0.9668,1.0,3016
agent_1,code_generation,0,2,0.9552,1.5,11434
agent_2,image_analysis,0,3,0.9652,1.8,18398
agent_1,code_generation,0,3,0.9561,1.5,13673
agent_2,code_generation,1,2,0.9364,1.5,4988
agent_3,code_generation,0,1,0.9681,1.5,10121
agent_1,image_analysis,0,3,0.9294,1.8,14744
agent_1,code_generation,0,1,0.9265,1.5,10046
agent_1,text_processing,1,0,0.9413,1.0,2127
agent_1,image_analysis,0,1,0.9135,1.8,12420
agent_1,text_processing,1,2,0.9619,1.0,2713
agent_3,code_generation,0,2,0.958,1.5,10278
agent_1,text_processing,1,2,0.903,1.0,2602
agent_2,text_processing,1,3,0.9872,1.0,3736
agent_2,text_processing,1,0,0.9266,1.0,2370
agent_2,data_analysis,0,1,0.9846,1.2,10916
agent_1,image_analysis,0,2,0.9886,1.8,12782
agent_1,image_analysis,0,3,0.988,1.8,14873
agent_2,text_processing,1,1,0.9381,1.0,2878
agent_2,image_analysis,0,1,0.9877,1.8,14574
agent_3,image_analysis,1,2,0.9227,1.8,4021
agent_2,code_generation,1,2,0.9439,1.5,4577
agent_3,code_generation,0,3,0.9356,1.5,11142
agent_2,text_processing,1,0,0.9694,1.0,2524
agent_3,data_analysis,1,0,0.9308,1.2,2057
agent_1,data_analysis,1,1,0.9428,1.2,2728
agent_3,data_analysis,1,0,0.9137,1.2,2162
agent_1,data_analysis,1,0,0.9562,1.2,2355
agent_1,data_analysis,1,3,0.9007,1.2,3603
agent_1,image_analysis,0,2,0.9238,1.8,13537
agent_1,data_analysis,1,1,0.9443,1.2,2825
agent_3,data_analysis,1,0,0.9307,1.2,2292
agent_2,image_analysis,0,3,0.9512,1.8,19592
agent_3,data_analysis,1,3,0.9042,1.2,3264
agent_3,code_generation,0,0,0.9336,1.5,8242
agent_3,code_generation,0,3,0.9501,1.5,12561
agent_2,image_analysis,0,1,0.978,1.8,15539
agent_2,image_analysis,0,0,0.9053,1.8,12844
agent_1,data_analysis,1,0,0.9441,1.2,2361
agent_2,text_processing,1,1,0.9297,1.0,2769
agent_1,image_analysis,0,1,0.959,1.8,12830
agent_2,text_processing,1,1,0.9603,1.0,3010
agent_2,code_generation,1,1,0.9169,1.5,4014
agent_2,data_analysis,0,0,0.9437,1.2,9139
agent_2,image_analysis,0,1,0.9158,1.8,16206
agent_3,text_processing,0,3,0.9281,1.0,7321
agent_1,data_analysis,1,2,0.9165,1.2,2854
agent_2,image_analysis,0,2,0.9844,1.8,16733
agent_3,image_analysis,1,2,0.9616,1.8,3796
agent_2,data_analysis,0,1,0.94,1.2,9370
agent_3,data_analysis,1,2,0.9429,1.2,2750
agent_1,code_generation,0,3,0.9715,1.5,13469
agent_1,data_analysis,1,2,0.9694,1.2,3084
agent_3,code_generation,0,1,0.9011,1.5,9106
agent_1,image_analysis,0,1,0.9435,1.8,12662
agent_3,text_processing,0,3,0.9588,1.0,7085
agent_3,data_analysis,1,3,0.9625,1.2,2958
agent_1,text_processing,1,0,0.9498,1.0,1992
agent_1,text_processing,1,3,0.9101,1.0,3061
agent_1,image_analysis,0,2,0.9846,1.8,13501
agent_2,text_processing,1,2,0.9138,1.0,2917
agent_1,text_processing,1,1,0.9415,1.0,2414
agent_1,code_generation,0,3,0.974,1.5,14193
agent_3,code_generation,0,3,0.9408,1.5,11385
agent_2,image_analysis,0,3,0.9581,1.8,18252
agent_1,code_generation,0,1,0.9635,1.5,10098
agent_2,text_processing,1,2,0.9259,1.0,3286
agent_3,code_generation,0,3,0.9819,1.5,10629
agent_2,text_processing,1,1,0.9123,1.0,2534
agent_2,code_generation,1,2,0.9364,1.5,5139
agent_3,text_processing,0,3,0.9308,1.0,7597
agent_2,image_analysis,0,0,0.9707,1.8,11848
agent_1,code_generation,0,3,0.954,1.5,12921
agent_2,image_analysis,0,3,0.9264,1.8,17146
agent_1,image_analysis,0,2,0.9538,1.8,14959
agent_3,text_processing,0,3,0.9283,1.0,7089
agent_1,text_processing,1,2,0.9766,1.0,2763
agent_3,data_analysis,1,3,0.941,1.2,2843
agent_1,code_generation,0,0,0.9346,1.5,8697
agent_1,text_processing,1,1,0.9645,1.0,2146
agent_3,image_analysis,1,1,0.9446,1.8,3528
agent_3,image_analysis,1,1,0.9043,1.8,3558
agent_3,code_generation,0,2,0.9773,1.5,11555
agent_3,code_generation,0,1,0.9048,1.5,10058
agent_1,image_analysis,0,1,0.9126,1.8,11506
agent_1,code_generation,0,2,0.926,1.5,11020
agent_3,text_processing,0,2,0.9046,1.0,7296
agent_1,data_analysis,1,0,0.9381,1.2,2240
agent_3,image_analysis,1,2,0.9484,1.8,4119
agent_1,code_generation,0,3,0.9818,1.5,11915
agent_1,image_analysis,0,1,0.9693,1.8,11845
agent_2,image_analysis,0,1,0.9412,1.8,14246
agent_3,image_analysis,1,2,0.9512,1.8,4581
agent_3,text_processing,0,0,0.9635,1.0,5104
agent_2,text_processing,1,0,0.9398,1.0,2579
agent_2,code_generation,1,3,0.9656,1.5,4817
agent_1,data_analysis,1,1,0.9406,1.2,2511
agent_2,image_analysis,0,1,0.968,1.8,15546
agent_3,image_analysis,1,2,0.966,1.8,4547
agent_2,code_generation,1,1,0.9389,1.5,4485
agent_1,data_analysis,1,3,0.9279,1.2,3438
agent_3,code_generation,0,3,0.9474,1.5,12085
agent_3,code_generation,0,2,0.9056,1.5,9874
agent_1,text_processing,1,0,0.9565,1.0,2071
agent_2,text_processing,1,3,0.9276,1.0,3689
agent_2,text_processing,1,3,0.9459,1.0,3428
agent_1,image_analysis,0,2,0.9065,1.8,14706
agent_1,data_analysis,1,1,0.9151,1.2,2739
agent_2,data_analysis,0,1,0.9042,1.2,10108
agent_1,code_generation,0,1,0.9804,1.5,10823
agent_2,image_analysis,0,0,0.9473,1.8,12243
agent_2,data_analysis,0,1,0.9075,1.2,10286
agent_1,text_processing,1,3,0.9491,1.0,3189
agent_3,code_generation,0,2,0.9854,1.5,11494
agent_3,image_analysis,1,0,0.9834,1.8,3559
agent_3,code_generation,0,1,0.9894,1.5,8697
agent_2,text_processing,1,2,0.9694,1.0,3146
agent_2,code_generation,1,3,0.9361,1.5,4851
agent_2,data_analysis,0,1,0.9417,1.2,10675
agent_2,text_processing,1,2,0.9036,1.0,2855
agent_2,text_processing,1,1,0.9104,1.0,2785
agent_1,image_analysis,0,2,0.9302,1.8,13636
agent_2,code_generation,1,2,0.9865,1.5,5127
agent_2,image_analysis,0,1,0.951,1.8,14401
agent_1,data_analysis,1,2,0.9176,1.2,3256
agent_1,image_analysis,0,2,0.918,1.8,14209
agent_3,image_analysis,1,1,0.9027,1.8,4047
agent_2,code_generation,1,1,0.9747,1.5,4490
agent_2,data_analysis,0,1,0.9583,1.2,10542
agent_3,image_analysis,1,2,0.9807,1.8,4120
agent_1,code_generation,0,0,0.9037,1.5,9771
agent_1,data_analysis,1,3,0.9147,1.2,3633
agent_1,text_processing,1,1,0.9489,1.0,2291
agent_3,image_analysis,1,1,0.9783,1.8,3765
agent_1,text_processing,1,0,0.972,1.0,2079
agent_3,image_analysis,1,3,0.9769,1.8,5135
agent_2,code_generation,1,1,0.964,1.5,4403
agent_1,code_generation,0,2,0.9095,1.5,11351
agent_1,text_processing,1,1,0.9617,1.0,2481
agent_1,code_generation,0,3,0.9094,1.5,12967
agent_3,code_generation,0,0,0.9452,1.5,8014
agent_2,image_analysis,0,0,0.968,1.8,13099
agent_1,code_generation,0,2,0.964,1.5,11744
agent_1,code_generation,0,2,0.9128,1.5,11734
agent_1,code_generation,0,0,0.961,1.5,9306
agent_1,code_generation,0,2,0.9801,1.5,11531
agent_2,code_generation,1,1,0.9803,1.5,4364
agent_1,image_analysis,0,1,0.9366,1.8,13335
agent_3,data_analysis,1,3,0.9559,1.2,3329
agent_2,code_generation,1,2,0.9763,1.5,4695
agent_1,data_analysis,1,0,0.9256,1.2,2308
agent_3,code_generation,0,2,0.985,1.5,9546
agent_2,text_processing,1,1,0.9675,1.0,2515
agent_3,text_processing,0,2,0.9804,1.0,6662
agent_2,image_analysis,0,3,0.9302,1.8,17479
agent_1,text_processing,1,3,0.9795,1.0,2874
agent_2,data_analysis,0,2,0.9698,1.2,11135
agent_1,text_processing,1,2,0.9096,1.0,2379
